alt event	gene name	gene type	event type	overlaps with	overlap gene	P val up	P val down	min p val	rank up	rank down	min rank	Q val up	Q val down	min Q val
alt_region_22430	AT5G65440	mRNA	alt_5prime	None	None	0.054629	1	0.054629	2882	15386	2882	0.372662	1	0.372662
alt_region_22431	AT5G65450	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22432	AT5G65470	mRNA	alt_5prime	None	None	0.59373	1	0.59373	7785	15386	7785	1	1	1
alt_region_22433	AT5G65540	mRNA	alt_5prime	None	None	0.266674	1	0.266674	5115	15386	5115	0.93996	1	0.93996
alt_region_22434	AT5G65540	mRNA	alt_5prime	mRNA	AT5G65550	1	0.901022	0.901022	11455	14242	11455	1	1	1
alt_region_22435	AT5G65730	mRNA	alt_5prime	None	None	0.45034	1	0.45034	6598	15386	6598	1	1	1
alt_region_22436	AT5G65760	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22437	AT5G65780	mRNA	alt_5prime	None	None	1	0.515322	0.515322	11455	9696	9696	1	1	1
alt_region_22438	AT5G65950	mRNA	alt_5prime	None	None	1	0.0166	0.0166	11455	2039	2039	1	0.166204	0.166204
alt_region_22439	AT5G65950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2244	AT1G49730	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22440	AT5G66100	mRNA	alt_5prime	None	None	0.620879	1	0.620879	8015	15386	8015	1	1	1
alt_region_22441	AT5G66100	mRNA	alt_5prime	None	None	1	0.77317	0.77317	11455	12719	11455	1	1	1
alt_region_22442	AT5G66160	mRNA	alt_5prime	None	None	1	0.889882	0.889882	11455	14111	11455	1	1	1
alt_region_22443	AT5G66160	mRNA	alt_5prime	None	None	0.129628	1	0.129628	3810	15386	3810	0.63466	1	0.63466
alt_region_22444	AT5G66160	mRNA	alt_5prime	None	None	1	0.928816	0.928816	11455	14595	11455	1	1	1
alt_region_22445	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.655327	0.655327	11455	11313	11313	1	1	1
alt_region_22446	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.464934	0.464934	11455	9068	9068	1	1	1
alt_region_22447	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.487428	0.487428	11455	9387	9387	1	1	1
alt_region_22448	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.317503	0.317503	11455	7331	7331	1	1	1
alt_region_22449	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.049159	0.049159	11455	3052	3052	1	0.348421	0.348421
alt_region_2245	AT1G49750	mRNA	intron_ret	None	None	0.477068	1	0.477068	6830	15386	6830	1	1	1
alt_region_22450	AT5G66160	mRNA	alt_5prime	mRNA	AT5G66170	1	0.046155	0.046155	11455	2968	2968	1	0.33426	0.33426
alt_region_22451	AT5G66170	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22452	AT5G66170	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22453	AT5G66170	mRNA	alt_5prime	None	None	1	0.850696	0.850696	11455	13625	11455	1	1	1
alt_region_22454	AT5G66180	mRNA	alt_5prime	None	None	1	0.138439	0.138439	11455	4823	4823	1	0.657719	0.657719
alt_region_22455	AT5G66180	mRNA	alt_5prime	None	None	1	0.846412	0.846412	11455	13568	11455	1	1	1
alt_region_22456	AT5G66180	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22457	AT5G66240	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22458	AT5G66610	mRNA	alt_5prime	None	None	0.211874	1	0.211874	4628	15386	4628	0.833969	1	0.833969
alt_region_22459	AT5G66620	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2246	AT1G49950	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22460	AT5G66620	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22461	AT5G66620	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22462	AT5G66620	mRNA	alt_5prime	None	None	1	0.914007	0.914007	11455	14421	11455	1	1	1
alt_region_22463	AT5G66630	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22464	AT5G66640	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22465	AT5G66810	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22466	AT5G66810	mRNA	alt_5prime	None	None	1	0.125917	0.125917	11455	4586	4586	1	0.625604	0.625604
alt_region_22467	AT5G67170	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22468	AT5G67320	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22469	AT5G67385	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2247	AT1G49950	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22470	AT5G67470	mRNA	alt_5prime	None	None	0.246488	1	0.246488	4949	15386	4949	0.900981	1	0.900981
alt_region_22471	AT5G67488	ncRNA	alt_5prime	mRNA	AT5G67490	1	1	1	11455	15386	11455	1	1	1
alt_region_22472	AT5G67560	mRNA	alt_5prime	None	None	0.808472	1	0.808472	9684	15386	9684	1	1	1
alt_region_22473	AT5G01015	mRNA	alt_5prime	transposon_fragment	AT5TE00010	1	1	1	11455	15386	11455	1	1	1
alt_region_22474	AT5G01020	mRNA	alt_5prime	None	None	0.118656	1	0.118656	3699	15386	3699	0.604439	1	0.604439
alt_region_22475	AT5G01040	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22476	AT5G01040	mRNA	alt_5prime	None	None	1	0.589469	0.589469	11455	10519	10519	1	1	1
alt_region_22477	AT5G01050	mRNA	alt_5prime	None	None	0.887833	1	0.887833	10419	15386	10419	1	1	1
alt_region_22478	AT5G01050	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22479	AT5G01050	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2248	AT1G49950	mRNA	intron_ret	None	None	1	0.931678	0.931678	11455	14622	11455	1	1	1
alt_region_22480	AT5G01100	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22481	AT5G01220	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22482	AT5G01230	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22483	AT5G01390	mRNA	alt_5prime	None	None	1	0.57214	0.57214	11455	10355	10355	1	1	1
alt_region_22484	AT5G01400	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22485	AT5G01660	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22486	AT5G01720	mRNA	alt_5prime	pseudogenic_transcript	AT5G01715	1	0.668164	0.668164	11455	11465	11455	1	1	1
alt_region_22487	AT5G01720	mRNA	alt_5prime	pseudogenic_transcript	AT5G01715	0.755358	1	0.755358	9183	15386	9183	1	1	1
alt_region_22488	AT5G01720	mRNA	alt_5prime	pseudogenic_transcript	AT5G01715	0.139732	1	0.139732	3919	15386	3919	0.661032	1	0.661032
alt_region_22489	AT5G01720	mRNA	alt_5prime	pseudogenic_transcript	AT5G01715	1	1	1	11455	15386	11455	1	1	1
alt_region_2249	AT1G49950	mRNA	intron_ret	None	None	0.781677	1	0.781677	9416	15386	9416	1	1	1
alt_region_22490	AT5G01730	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22491	AT5G01780	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22492	AT5G01780	mRNA	alt_5prime	None	None	0.258484	1	0.258484	5046	15386	5046	0.92415	1	0.92415
alt_region_22493	AT5G01780	mRNA	alt_5prime	None	None	0.427877	1	0.427877	6443	15386	6443	1	1	1
alt_region_22494	AT5G01780	mRNA	alt_5prime	None	None	1	0.540962	0.540962	11455	9998	9998	1	1	1
alt_region_22495	AT5G01780	mRNA	alt_5prime	None	None	0.293592	1	0.293592	5336	15386	5336	0.98749	1	0.98749
alt_region_22496	AT5G01780	mRNA	alt_5prime	None	None	0.417064	1	0.417064	6361	15386	6361	1	1	1
alt_region_22497	AT5G01780	mRNA	alt_5prime	None	None	1	0.801346	0.801346	11455	13000	11455	1	1	1
alt_region_22498	AT5G01950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22499	AT5G01950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_225	AT1G09490	mRNA	intron_ret	None	None	0.98501	1	0.98501	11344	15386	11344	1	1	1
alt_region_2250	AT1G50260	mRNA	intron_ret	None	None	1	0.097169	0.097169	11455	4093	4093	1	0.533253	0.533253
alt_region_22500	AT5G01950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22501	AT5G01950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22502	AT5G01950	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22503	AT5G01970	mRNA	alt_5prime	None	None	0.550304	1	0.550304	7444	15386	7444	1	1	1
alt_region_22504	AT5G01990	mRNA	alt_5prime	None	None	0.00227	1	0.00227	1293	15386	1293	0.039858	1	0.039858
alt_region_22505	AT5G02130	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22506	AT5G02150	mRNA	alt_5prime	None	None	1	0.515587	0.515587	11455	9699	9699	1	1	1
alt_region_22507	AT5G02290	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22508	AT5G02470	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22509	AT5G02470	mRNA	alt_5prime	None	None	1	0.19648	0.19648	11455	5691	5691	1	0.801498	0.801498
alt_region_2251	AT1G50500	mRNA	intron_ret	None	None	0.014915	1	0.014915	2046	15386	2046	0.154625	1	0.154625
alt_region_22510	AT5G02810	mRNA	alt_5prime	None	None	0.072821	1	0.072821	3125	15386	3125	0.450756	1	0.450756
alt_region_22511	AT5G02810	mRNA	alt_5prime	None	None	1	0.007769	0.007769	11455	1606	1606	1	0.096647	0.096647
alt_region_22512	AT5G02830	mRNA	alt_5prime	None	None	1	0.347909	0.347909	11455	7674	7674	1	1	1
alt_region_22513	AT5G02940	mRNA	alt_5prime	mRNA	AT5G02930	1	1	1	11455	15386	11455	1	1	1
alt_region_22514	AT5G02940	mRNA	alt_5prime	None	None	1	0.472333	0.472333	11455	9167	9167	1	1	1
alt_region_22515	AT5G02940	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22516	AT5G02940	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22517	AT5G02940	mRNA	alt_5prime	None	None	0.851462	1	0.851462	10078	15386	10078	1	1	1
alt_region_22518	AT5G03180	mRNA	alt_5prime	None	None	1	0.7655	0.7655	11455	12621	11455	1	1	1
alt_region_22519	AT5G03180	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2252	AT1G50500	mRNA	intron_ret	None	None	0.10546	1	0.10546	3547	15386	3547	0.562711	1	0.562711
alt_region_22520	AT5G03220	mRNA	alt_5prime	None	None	0.266429	1	0.266429	5110	15386	5110	0.939618	1	0.939618
alt_region_22521	AT5G03380	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22522	AT5G03380	mRNA	alt_5prime	None	None	1	0.050804	0.050804	11455	3090	3090	1	0.356164	0.356164
alt_region_22523	AT5G03380	mRNA	alt_5prime	None	None	1	0.050815	0.050815	11455	3092	3092	1	0.356164	0.356164
alt_region_22524	AT5G03430	mRNA	alt_5prime	None	None	0.044442	1	0.044442	2730	15386	2730	0.325727	1	0.325727
alt_region_22525	AT5G03440	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22526	AT5G03440	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22527	AT5G03495	mRNA	alt_5prime	None	None	1	0.829059	0.829059	11455	13341	11455	1	1	1
alt_region_22528	AT5G03500	mRNA	alt_5prime	None	None	0.774476	1	0.774476	9360	15386	9360	1	1	1
alt_region_22529	AT5G03500	mRNA	alt_5prime	None	None	0.886079	1	0.886079	10400	15386	10400	1	1	1
alt_region_2253	AT1G50630	mRNA	intron_ret	None	None	1	0.586519	0.586519	11455	10494	10494	1	1	1
alt_region_22530	AT5G03500	mRNA	alt_5prime	None	None	0.757443	1	0.757443	9203	15386	9203	1	1	1
alt_region_22531	AT5G03500	mRNA	alt_5prime	None	None	0.825931	1	0.825931	9830	15386	9830	1	1	1
alt_region_22532	AT5G03500	mRNA	alt_5prime	None	None	0.755713	1	0.755713	9188	15386	9188	1	1	1
alt_region_22533	AT5G03500	mRNA	alt_5prime	None	None	0.754099	1	0.754099	9169	15386	9169	1	1	1
alt_region_22534	AT5G03560	mRNA	alt_5prime	None	None	1	0.000265	0.000265	11455	647	647	1	0.007394	0.007394
alt_region_22535	AT5G03560	mRNA	alt_5prime	None	None	0.278078	1	0.278078	5220	15386	5220	0.958654	1	0.958654
alt_region_22536	AT5G03560	mRNA	alt_5prime	None	None	0.065995	1	0.065995	3035	15386	3035	0.42204	1	0.42204
alt_region_22537	AT5G03690	mRNA	alt_5prime	None	None	0.578215	1	0.578215	7647	15386	7647	1	1	1
alt_region_22538	AT5G03690	mRNA	alt_5prime	None	None	0.498832	1	0.498832	7012	15386	7012	1	1	1
alt_region_22539	AT5G03690	mRNA	alt_5prime	None	None	0.13571	1	0.13571	3874	15386	3874	0.651254	1	0.651254
alt_region_2254	AT1G50640	mRNA	intron_ret	None	None	0.506376	1	0.506376	7068	15386	7068	1	1	1
alt_region_22540	AT5G03690	mRNA	alt_5prime	None	None	0.549936	1	0.549936	7440	15386	7440	1	1	1
alt_region_22541	AT5G03690	mRNA	alt_5prime	None	None	0.142708	1	0.142708	3956	15386	3956	0.668371	1	0.668371
alt_region_22542	AT5G03690	mRNA	alt_5prime	None	None	0.287964	1	0.287964	5291	15386	5291	0.978455	1	0.978455
alt_region_22543	AT5G03720	mRNA	alt_5prime	None	None	0.92034	1	0.92034	10743	15386	10743	1	1	1
alt_region_22544	AT5G03730	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22545	AT5G03730	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22546	AT5G03730	mRNA	alt_5prime	None	None	0.865915	1	0.865915	10193	15386	10193	1	1	1
alt_region_22547	AT5G03730	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22548	AT5G03880	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22549	AT5G03880	mRNA	alt_5prime	None	None	0.418805	1	0.418805	6379	15386	6379	1	1	1
alt_region_2255	AT1G51330	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22550	AT5G04110	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22551	AT5G04220	mRNA	alt_5prime	None	None	0.164361	1	0.164361	4160	15386	4160	0.727491	1	0.727491
alt_region_22552	AT5G04220	mRNA	alt_5prime	None	None	0.620352	1	0.620352	8005	15386	8005	1	1	1
alt_region_22553	AT5G04270	mRNA	alt_5prime	None	None	0.987698	1	0.987698	11375	15386	11375	1	1	1
alt_region_22554	AT5G04420	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22555	AT5G04420	mRNA	alt_5prime	None	None	0.483687	1	0.483687	6880	15386	6880	1	1	1
alt_region_22556	AT5G04420	mRNA	alt_5prime	None	None	1	0.498206	0.498206	11455	9534	9534	1	1	1
alt_region_22557	AT5G04420	mRNA	alt_5prime	None	None	1	0.822733	0.822733	11455	13254	11455	1	1	1
alt_region_22558	AT5G04430	mRNA	alt_5prime	None	None	0.884603	1	0.884603	10386	15386	10386	1	1	1
alt_region_22559	AT5G04430	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2256	AT1G51330	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22560	AT5G04430	mRNA	alt_5prime	None	None	0.715789	1	0.715789	8824	15386	8824	1	1	1
alt_region_22561	AT5G04480	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22562	AT5G04480	mRNA	alt_5prime	None	None	1	0.495659	0.495659	11455	9495	9495	1	1	1
alt_region_22563	AT5G04480	mRNA	alt_5prime	None	None	0.337	1	0.337	5688	15386	5688	1	1	1
alt_region_22564	AT5G04520	mRNA	alt_5prime	None	None	1	0.189928	0.189928	11455	5590	5590	1	0.78801	0.78801
alt_region_22565	AT5G04540	mRNA	alt_5prime	None	None	0.991914	1	0.991914	11404	15386	11404	1	1	1
alt_region_22566	AT5G04550	mRNA	alt_5prime	None	None	0.536563	1	0.536563	7337	15386	7337	1	1	1
alt_region_22567	AT5G04550	mRNA	alt_5prime	None	None	0.488648	1	0.488648	6929	15386	6929	1	1	1
alt_region_22568	AT5G04550	mRNA	alt_5prime	None	None	0.488695	1	0.488695	6931	15386	6931	1	1	1
alt_region_22569	AT5G04710	mRNA	alt_5prime	None	None	0.121682	1	0.121682	3726	15386	3726	0.614198	1	0.614198
alt_region_2257	AT1G51560	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22570	AT5G04710	mRNA	alt_5prime	None	None	1	0.147358	0.147358	11455	4964	4964	1	0.682255	0.682255
alt_region_22571	AT5G04710	mRNA	alt_5prime	None	None	0.527728	1	0.527728	7257	15386	7257	1	1	1
alt_region_22572	AT5G04710	mRNA	alt_5prime	None	None	0.432715	1	0.432715	6479	15386	6479	1	1	1
alt_region_22573	AT5G04920	mRNA	alt_5prime	None	None	1	0.93282	0.93282	11455	14634	11455	1	1	1
alt_region_22574	AT5G05000	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22575	AT5G05000	mRNA	alt_5prime	None	None	1	0.512084	0.512084	11455	9664	9664	1	1	1
alt_region_22576	AT5G05000	mRNA	alt_5prime	None	None	0.053405	1	0.053405	2863	15386	2863	0.367711	1	0.367711
alt_region_22577	AT5G05000	mRNA	alt_5prime	None	None	0.29217	1	0.29217	5318	15386	5318	0.985193	1	0.985193
alt_region_22578	AT5G05000	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22579	AT5G05080	mRNA	alt_5prime	None	None	1	0.507123	0.507123	11455	9620	9620	1	1	1
alt_region_2258	AT1G51570	mRNA	intron_ret	None	None	1	0.452316	0.452316	11455	8939	8939	1	1	1
alt_region_22580	AT5G05200	mRNA	alt_5prime	None	None	1	0.848244	0.848244	11455	13590	11455	1	1	1
alt_region_22581	AT5G05550	mRNA	alt_5prime	None	None	1	0.832641	0.832641	11455	13388	11455	1	1	1
alt_region_22582	AT5G05610	mRNA	alt_5prime	transposon_fragment	AT5TE06060	0.49288	1	0.49288	6959	15386	6959	1	1	1
alt_region_22583	AT5G05610	mRNA	alt_5prime	None	None	1	0.740216	0.740216	11455	12255	11455	1	1	1
alt_region_22584	AT5G05610	mRNA	alt_5prime	None	None	0.34319	1	0.34319	5721	15386	5721	1	1	1
alt_region_22585	AT5G05610	mRNA	alt_5prime	None	None	0.134429	1	0.134429	3864	15386	3864	0.647879	1	0.647879
alt_region_22586	AT5G05610	mRNA	alt_5prime	None	None	0.191985	1	0.191985	4426	15386	4426	0.792444	1	0.792444
alt_region_22587	AT5G05660	mRNA	alt_5prime	None	None	1	0.39782	0.39782	11455	8337	8337	1	1	1
alt_region_22588	AT5G05660	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22589	AT5G05670	mRNA	alt_5prime	None	None	0.000009	1	0.000009	466	15386	466	0.000497	1	0.000497
alt_region_2259	AT1G51805	mRNA	intron_ret	None	None	0.638239	1	0.638239	8191	15386	8191	1	1	1
alt_region_22590	AT5G05670	mRNA	alt_5prime	None	None	1	0.752215	0.752215	11455	12410	11455	1	1	1
alt_region_22591	AT5G05740	mRNA	alt_5prime	None	None	1	0.721134	0.721134	11455	12066	11455	1	1	1
alt_region_22592	AT5G05800	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22593	AT5G05920	mRNA	alt_5prime	None	None	1	0.991816	0.991816	11455	15296	11455	1	1	1
alt_region_22594	AT5G05930	mRNA	alt_5prime	None	None	0.874542	1	0.874542	10284	15386	10284	1	1	1
alt_region_22595	AT5G05930	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22596	AT5G05980	mRNA	alt_5prime	None	None	0.00001	1	0.00001	471	15386	471	0.000541	1	0.000541
alt_region_22597	AT5G05980	mRNA	alt_5prime	None	None	1	0.234402	0.234402	11455	6223	6223	1	0.878109	0.878109
alt_region_22598	AT5G06060	mRNA	alt_5prime	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_22599	AT5G06110	mRNA	alt_5prime	None	None	0.108335	1	0.108335	3577	15386	3577	0.571272	1	0.571272
alt_region_226	AT1G09500	mRNA	intron_ret	None	None	0.000149	1	0.000149	751	15386	751	0.004673	1	0.004673
alt_region_2260	AT1G51805	mRNA	intron_ret	None	None	1	0.672972	0.672972	11455	11529	11455	1	1	1
alt_region_22600	AT5G06110	mRNA	alt_5prime	None	None	1	0.170422	0.170422	11455	5310	5310	1	0.742226	0.742226
alt_region_22601	AT5G06110	mRNA	alt_5prime	None	None	1	0.269008	0.269008	11455	6701	6701	1	0.943404	0.943404
alt_region_22602	AT5G06130	mRNA	alt_5prime	None	None	1	0.553127	0.553127	11455	10144	10144	1	1	1
alt_region_22603	AT5G06130	mRNA	alt_5prime	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_22604	AT5G06260	mRNA	alt_5prime	None	None	0.000167	1	0.000167	767	15386	767	0.005106	1	0.005106
alt_region_22605	AT5G06280	mRNA	alt_5prime	pseudogenic_transcript	AT5G06278	0.183209	1	0.183209	4334	15386	4334	0.774802	1	0.774802
alt_region_22606	AT5G06410	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22607	AT5G06530	mRNA	alt_5prime	None	None	1	0.744992	0.744992	11455	12309	11455	1	1	1
alt_region_22608	AT5G06530	mRNA	alt_5prime	None	None	1	0.112376	0.112376	11455	4355	4355	1	0.584394	0.584394
alt_region_22609	AT5G06670	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2261	AT1G51820	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22610	AT5G06710	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22611	AT5G06750	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22612	AT5G06865	ncRNA	alt_5prime	mRNA	AT5G06860	1	0.155813	0.155813	11455	5089	5089	1	0.705202	0.705202
alt_region_22613	AT5G06970	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22614	AT5G06970	mRNA	alt_5prime	None	None	1	0.127655	0.127655	11455	4625	4625	1	0.629286	0.629286
alt_region_22615	AT5G07020	mRNA	alt_5prime	None	None	0.570989	1	0.570989	7596	15386	7596	1	1	1
alt_region_22616	AT5G07120	mRNA	alt_5prime	None	None	1	0.039157	0.039157	11455	2785	2785	1	0.299918	0.299918
alt_region_22617	AT5G07350	mRNA	alt_5prime	None	None	0.811285	1	0.811285	9702	15386	9702	1	1	1
alt_region_22618	AT5G07470	mRNA	alt_5prime	None	None	1	0.672675	0.672675	11455	11526	11455	1	1	1
alt_region_22619	AT5G07650	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2262	AT1G51820	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22620	AT5G07890	mRNA	alt_5prime	None	None	0.664842	1	0.664842	8403	15386	8403	1	1	1
alt_region_22621	AT5G08040	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22622	AT5G08130	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22623	AT5G08130	mRNA	alt_5prime	None	None	0.63087	1	0.63087	8126	15386	8126	1	1	1
alt_region_22624	AT5G08130	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22625	AT5G08185	mRNA	alt_5prime	transposon_fragment	AT5TE09570	0.34855	1	0.34855	5769	15386	5769	1	1	1
alt_region_22626	AT5G08230	mRNA	alt_5prime	None	None	1	0.811609	0.811609	11455	13111	11455	1	1	1
alt_region_22627	AT5G08370	mRNA	alt_5prime	None	None	1	0.288302	0.288302	11455	6925	6925	1	0.978922	0.978922
alt_region_22628	AT5G08550	mRNA	alt_5prime	None	None	1	0.734227	0.734227	11455	12193	11455	1	1	1
alt_region_22629	AT5G08630	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_2263	AT1G51830	mRNA	intron_ret	transposon_fragment	AT1TE63775:AT1TE63780	1	0.24608	0.24608	11455	6389	6389	1	0.900963	0.900963
alt_region_22630	AT5G08630	mRNA	alt_5prime	None	None	0.761002	1	0.761002	9249	15386	9249	1	1	1
alt_region_22631	AT5G08630	mRNA	alt_5prime	None	None	1	0.252887	0.252887	11455	6489	6489	1	0.912979	0.912979
alt_region_22632	AT5G08650	mRNA	alt_5prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22633	AT5G08650	mRNA	alt_5prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_22634	AT5G08650	mRNA	alt_5prime	None	None	0.687775	1	0.687775	8611	15386	8611	1	1	1
alt_region_22635	AT5G08650	mRNA	alt_5prime	None	None	0.001054	1	0.001054	1098	15386	1098	0.022042	1	0.022042
alt_region_22636	AT5G08670	mRNA	alt_5prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_22637	AT5G08710	mRNA	alt_5prime	None	None	0.555847	1	0.555847	7486	15386	7486	1	1	1
alt_region_22638	AT5G08710	mRNA	alt_5prime	None	None	0.556064	1	0.556064	7489	15386	7489	1	1	1
alt_region_22639	AT5G08710	mRNA	alt_5prime	None	None	0.709978	1	0.709978	8786	15386	8786	1	1	1
alt_region_2264	AT1G51850	mRNA	intron_ret	None	None	1	0.536248	0.536248	11455	9929	9929	1	1	1
